side,alert_time,price,low_window_time,low_window_price,low_so_far_time,low_so_far_price,movement_pct,slope_pct_per_min,macd_hist_last,reason
BUY,2026-02-02 14:37:00 CST,4450.40682,2026-02-02 14:27:00 CST,4448.18414,2026-02-02 14:27:00 CST,4448.18414,0.049968255136125156,-0.12230304374735596,,低位提前：score=85.5/阈值80.0，分位q20/q35=4614.5298/4662.9373，低点距今10.0min<=阈值15，距会话参考低点0.050%<=阈值0.200%=True，距全局低点0.050%(评分锚值0.600%，打分锚点=全局低点:0.050%)，近全局低点(0.100%)True，高周期斜率-0.1223%/min，组件[低分位8.0+近全局10.0+停跌10.0+微反弹12.0+反弹上限8.0+时效10.0+斜率0.0-新低惩罚0.0-下跌短斜率惩罚0.0]
SELL,2026-02-02 20:31:00 CST,4778.42204,2026-02-02 20:24:00 CST,4785.33558,2026-02-02 20:24:00 CST,4785.33558,0.14447346240239137,-6.0563926241912395e-05,,高位提前：score=90.8/阈值90.0，分位q60/q80=4711.2180/4753.9613，高点距今7.0min<=阈值15，距会话高点0.144%<=阈值0.200%=True，距全局高点0.144%(评分锚值0.600%)，近全局高点(0.100%)False，组件[高分位8.0+近全局0.0+停涨10.0+微回撤12.0+回撤上限8.0+时效10.0+斜率20.0-新高惩罚0.0]
