side,alert_time,price,low_window_time,low_window_price,low_so_far_time,low_so_far_price,movement_pct,slope_pct_per_min,macd_hist_last,reason
BUY,2026-02-05 10:19:00 CST,4914.00096,2026-02-05 10:16:00 CST,4905.24783,2026-02-05 10:16:00 CST,4905.24783,0.17844419493887334,0.015529789395889552,,低位提前：score=89.1/阈值80.0，分位q20/q35=4945.8299/4953.6879，低点距今3.0min<=阈值15，距会话参考低点0.178%<=阈值0.200%=True，距全局低点0.178%(评分锚值0.600%，打分锚点=全局低点:0.178%)，近全局低点(0.100%)False，高周期斜率0.0155%/min，组件[低分位8.0+近全局0.0+停跌10.0+微反弹12.0+反弹上限8.0+时效10.0+斜率20.0-新低惩罚0.0-下跌短斜率惩罚0.0]
BUY,2026-02-05 10:59:00 CST,4816.98238,2026-02-05 10:52:00 CST,4815.47825,2026-02-05 10:52:00 CST,4815.47825,0.031235319150289157,-0.11832935124832178,,低位提前：score=86.4/阈值80.0，分位q20/q35=4913.1077/4933.6611，低点距今7.0min<=阈值15，距会话参考低点0.031%<=阈值0.200%=True，距全局低点0.031%(评分锚值0.600%，打分锚点=全局低点:0.031%)，近全局低点(0.100%)True，高周期斜率-0.1183%/min，组件[低分位8.0+近全局10.0+停跌10.0+微反弹12.0+反弹上限8.0+时效10.0+斜率0.0-新低惩罚0.0-下跌短斜率惩罚0.0]
